[2024-11-02 19:17:14] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-02 19:17:14] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-02 19:17:14] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-02 19:17:14] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-02 19:17:14] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-02 19:17:14] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-02 19:17:15] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034\
[2024-11-02 19:17:15] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/mileniyamjiwane/
[2024-11-02 19:17:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/editor-notifications.min.js
[2024-11-02 19:17:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 603
[2024-11-02 19:17:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ad5c9fac-WGUKGP.tmp
[2024-11-02 19:17:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/editor-notifications.min.js?simply_static_page=1640
[2024-11-02 19:17:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/editor-notifications.min.js?simply_static_page=1640
[2024-11-02 19:17:41] [class-ss-url-fetcher.php:103] Filesize: 92319 bytes
[2024-11-02 19:17:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-02 19:17:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor-notifications.min.js
[2024-11-02 19:17:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ad5c9fac-WGUKGP.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/js/editor-notifications.min.js
[2024-11-02 19:17:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:41] [class-ss-page.php:119] Checking Content Identical:cd21c243fda37f0624c99de754df6150a6f5523f===. Value: FALSE
[2024-11-02 19:17:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/editor-notifications.min.js.LICENSE.txt
[2024-11-02 19:17:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 603
[2024-11-02 19:17:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ad5dfb33-o5veLZ.tmp
[2024-11-02 19:17:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/editor-notifications.min.js.LICENSE.txt?simply_static_page=1641
[2024-11-02 19:17:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/editor-notifications.min.js.LICENSE.txt?simply_static_page=1641
[2024-11-02 19:17:41] [class-ss-url-fetcher.php:103] Filesize: 249 bytes
[2024-11-02 19:17:41] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-02 19:17:41] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor-notifications.min.js.LICENSE.txt
[2024-11-02 19:17:41] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ad5dfb33-o5veLZ.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/js/editor-notifications.min.js.LICENSE.txt
[2024-11-02 19:17:41] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:41] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:41] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:41] [class-ss-page.php:119] Checking Content Identical:57b7b2d716676aa5266ccdc1abd15b99bc557b74===. Value: FALSE
[2024-11-02 19:17:41] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/editor.js
[2024-11-02 19:17:41] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 603
[2024-11-02 19:17:41] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:41] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ad5e2288-PLL03C.tmp
[2024-11-02 19:17:41] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/editor.js?simply_static_page=1642
[2024-11-02 19:17:41] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/editor.js?simply_static_page=1642
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:103] Filesize: 3145268 bytes
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor.js
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ad5e2288-PLL03C.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/js/editor.js
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:42] [class-ss-page.php:119] Checking Content Identical:d1c2399f70333894cf5261bc20b7553532757317===. Value: FALSE
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/editor.min.js
[2024-11-02 19:17:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 603
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ad64e281-t32jkG.tmp
[2024-11-02 19:17:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/editor.min.js?simply_static_page=1643
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/editor.min.js?simply_static_page=1643
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:103] Filesize: 1279184 bytes
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor.min.js
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ad64e281-t32jkG.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/js/editor.min.js
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:42] [class-ss-page.php:119] Checking Content Identical:67e71c34a3023e1847f3d0c922c294f518adef65===. Value: FALSE
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt
[2024-11-02 19:17:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 603
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ad695d97-XSGQtH.tmp
[2024-11-02 19:17:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt?simply_static_page=1644
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt?simply_static_page=1644
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:103] Filesize: 338 bytes
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ad695d97-XSGQtH.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/js/editor.min.js.LICENSE.txt
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:42] [class-ss-page.php:119] Checking Content Identical:7fd573799b7e9131ab95e8f72946d1e94d82a650===. Value: FALSE
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/element-manager-admin.js
[2024-11-02 19:17:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 603
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ad69e193-fZJQJv.tmp
[2024-11-02 19:17:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/element-manager-admin.js?simply_static_page=1645
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/element-manager-admin.js?simply_static_page=1645
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:103] Filesize: 188045 bytes
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/element-manager-admin.js
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ad69e193-fZJQJv.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/js/element-manager-admin.js
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:42] [class-ss-page.php:119] Checking Content Identical:d438556561bc13fef9486eb7f51664791fd558b0===. Value: FALSE
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js
[2024-11-02 19:17:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 603
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ad6ac7d7-QuWnUy.tmp
[2024-11-02 19:17:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js?simply_static_page=1646
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js?simply_static_page=1646
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:103] Filesize: 48712 bytes
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/element-manager-admin.min.js
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ad6ac7d7-QuWnUy.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:42] [class-ss-page.php:119] Checking Content Identical:7bdd1789cd1f5d179f5de9156854d1c1cd18e588===. Value: FALSE
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt
[2024-11-02 19:17:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 603
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ad6bc4e9-LYNoQZ.tmp
[2024-11-02 19:17:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt?simply_static_page=1647
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt?simply_static_page=1647
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:103] Filesize: 310 bytes
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ad6bc4e9-LYNoQZ.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/js/element-manager-admin.min.js.LICENSE.txt
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:42] [class-ss-page.php:119] Checking Content Identical:9b9d34dd0196ed775c1d3f21717c27e5dcb4df3a===. Value: FALSE
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js
[2024-11-02 19:17:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 603
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ad6c091f-Q0oHDu.tmp
[2024-11-02 19:17:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js?simply_static_page=1648
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js?simply_static_page=1648
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:103] Filesize: 19705 bytes
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/elementor-admin-bar.js
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ad6c091f-Q0oHDu.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/js/elementor-admin-bar.js
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:42] [class-ss-page.php:119] Checking Content Identical:ccf87da1964f90674424cce619c5e503d6323dd5===. Value: FALSE
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js
[2024-11-02 19:17:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 603
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ad6c985f-sMQfEd.tmp
[2024-11-02 19:17:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js?simply_static_page=1649
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js?simply_static_page=1649
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:103] Filesize: 7532 bytes
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ad6c985f-sMQfEd.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/js/elementor-admin-bar.min.js
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:42] [class-ss-page.php:119] Checking Content Identical:7833efe7f2ac2985bc46cce56711515e0a1b2bd4===. Value: FALSE
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/f634673e5824ceb13f3d.bundle.js
[2024-11-02 19:17:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 603
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ad6d48bd-F3i6qu.tmp
[2024-11-02 19:17:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/f634673e5824ceb13f3d.bundle.js?simply_static_page=1650
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/f634673e5824ceb13f3d.bundle.js?simply_static_page=1650
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:103] Filesize: 16339 bytes
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/f634673e5824ceb13f3d.bundle.js
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ad6d48bd-F3i6qu.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/js/f634673e5824ceb13f3d.bundle.js
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:42] [class-ss-page.php:119] Checking Content Identical:3ffe06be7de2a5565c26e5fa98a53c4b9a1c854c===. Value: FALSE
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/fa0cbd4c7b6a8ad83224.bundle.js
[2024-11-02 19:17:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 603
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ad6db394-tBefrp.tmp
[2024-11-02 19:17:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/fa0cbd4c7b6a8ad83224.bundle.js?simply_static_page=1651
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/fa0cbd4c7b6a8ad83224.bundle.js?simply_static_page=1651
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:103] Filesize: 68007 bytes
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/fa0cbd4c7b6a8ad83224.bundle.js
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ad6db394-tBefrp.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/js/fa0cbd4c7b6a8ad83224.bundle.js
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:42] [class-ss-page.php:119] Checking Content Identical:0d44a9be5564ed9d24f0e161e0ca0ba19b30c45e===. Value: FALSE
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/fd6a00ae23a1bc2c6190.bundle.js
[2024-11-02 19:17:42] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 603
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ad6e786a-NY2CKJ.tmp
[2024-11-02 19:17:42] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/fd6a00ae23a1bc2c6190.bundle.js?simply_static_page=1652
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/fd6a00ae23a1bc2c6190.bundle.js?simply_static_page=1652
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:103] Filesize: 44956 bytes
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/fd6a00ae23a1bc2c6190.bundle.js
[2024-11-02 19:17:42] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/67267ad6e786a-NY2CKJ.tmp to C:\xampp\htdocs\mileniyamjiwane/wp-content/uploads\simply-static\temp-files/simply-static-1-1730575034/wp-content/plugins/elementor/assets/js/fd6a00ae23a1bc2c6190.bundle.js
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-02 19:17:42] [class-ss-page.php:119] Checking Content Identical:ef5d22ac028a023c30b2de55fb445bf119a1fe18===. Value: FALSE
[2024-11-02 19:17:42] [class-ss-fetch-urls-task.php:72] URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/floating-bars.1ebb83f158244b35bda6.bundle.js
[2024-11-02 19:17:43] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 603
[2024-11-02 19:17:43] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-02 19:17:43] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/67267ad7003ac-Pq2smm.tmp
[2024-11-02 19:17:43] [class-ss-page-handler.php:38] URL Prepared:http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/floating-bars.1ebb83f158244b35bda6.bundle.js?simply_static_page=1653
[2024-11-02 19:17:43] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/mileniyamjiwane/wp-content/plugins/elementor/assets/js/floating-bars.1ebb83f158244b35bda6.bundle.js?simply_static_page=1653
[2024-11-02 19:17:43] [class-ss-url-fetcher.php:103] Filesize: 18050 bytes
